,Survey wave (calendar quarter),Equivalent financial quarter,Site ID,Location,Survey date,Weather,Time,Period,Direction,Start hour,Start minute,Number of private cycles,Number of cycle hire bikes,Total cycles,date
261,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,07:15:00,AM peak (07:00-10:00),Northbound,7,15,138,5,143,2014-09-15 07:15:00
262,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,07:30:00,AM peak (07:00-10:00),Northbound,7,30,153,7,160,2014-09-15 07:30:00
263,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,07:45:00,AM peak (07:00-10:00),Northbound,7,45,186,11,197,2014-09-15 07:45:00
264,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,08:00:00,AM peak (07:00-10:00),Northbound,8,0,214,9,223,2014-09-15 08:00:00
265,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,08:15:00,AM peak (07:00-10:00),Northbound,8,15,232,12,244,2014-09-15 08:15:00
266,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,08:30:00,AM peak (07:00-10:00),Northbound,8,30,221,16,237,2014-09-15 08:30:00
267,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,08:45:00,AM peak (07:00-10:00),Northbound,8,45,179,10,189,2014-09-15 08:45:00
268,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,09:00:00,AM peak (07:00-10:00),Northbound,9,0,122,7,129,2014-09-15 09:00:00
269,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,09:15:00,AM peak (07:00-10:00),Northbound,9,15,95,4,99,2014-09-15 09:15:00
270,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,09:30:00,AM peak (07:00-10:00),Northbound,9,30,43,5,48,2014-09-15 09:30:00
271,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,09:45:00,AM peak (07:00-10:00),Northbound,9,45,29,8,37,2014-09-15 09:45:00
272,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,10:00:00,Inter-peak (10:00-16:00),Northbound,10,0,22,6,28,2014-09-15 10:00:00
273,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,10:15:00,Inter-peak (10:00-16:00),Northbound,10,15,18,4,22,2014-09-15 10:15:00
274,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,10:30:00,Inter-peak (10:00-16:00),Northbound,10,30,14,8,22,2014-09-15 10:30:00
275,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,10:45:00,Inter-peak (10:00-16:00),Northbound,10,45,16,5,21,2014-09-15 10:45:00
276,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,11:00:00,Inter-peak (10:00-16:00),Northbound,11,0,10,3,13,2014-09-15 11:00:00
277,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,11:15:00,Inter-peak (10:00-16:00),Northbound,11,15,12,3,15,2014-09-15 11:15:00
278,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,11:30:00,Inter-peak (10:00-16:00),Northbound,11,30,9,5,14,2014-09-15 11:30:00
279,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,11:45:00,Inter-peak (10:00-16:00),Northbound,11,45,17,4,21,2014-09-15 11:45:00
280,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,12:00:00,Inter-peak (10:00-16:00),Northbound,12,0,10,2,12,2014-09-15 12:00:00
281,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,12:15:00,Inter-peak (10:00-16:00),Northbound,12,15,7,2,9,2014-09-15 12:15:00
282,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,12:30:00,Inter-peak (10:00-16:00),Northbound,12,30,9,6,15,2014-09-15 12:30:00
283,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,12:45:00,Inter-peak (10:00-16:00),Northbound,12,45,6,3,9,2014-09-15 12:45:00
284,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,13:00:00,Inter-peak (10:00-16:00),Northbound,13,0,8,4,12,2014-09-15 13:00:00
285,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,13:15:00,Inter-peak (10:00-16:00),Northbound,13,15,14,2,16,2014-09-15 13:15:00
286,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,13:30:00,Inter-peak (10:00-16:00),Northbound,13,30,11,5,16,2014-09-15 13:30:00
287,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,13:45:00,Inter-peak (10:00-16:00),Northbound,13,45,12,7,19,2014-09-15 13:45:00
288,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,14:00:00,Inter-peak (10:00-16:00),Northbound,14,0,10,2,12,2014-09-15 14:00:00
289,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,14:15:00,Inter-peak (10:00-16:00),Northbound,14,15,8,1,9,2014-09-15 14:15:00
290,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,14:30:00,Inter-peak (10:00-16:00),Northbound,14,30,11,4,15,2014-09-15 14:30:00
291,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,14:45:00,Inter-peak (10:00-16:00),Northbound,14,45,7,3,10,2014-09-15 14:45:00
292,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,15:00:00,Inter-peak (10:00-16:00),Northbound,15,0,12,1,13,2014-09-15 15:00:00
293,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,15:15:00,Inter-peak (10:00-16:00),Northbound,15,15,10,4,14,2014-09-15 15:15:00
294,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,15:30:00,Inter-peak (10:00-16:00),Northbound,15,30,16,2,18,2014-09-15 15:30:00
295,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,15:45:00,Inter-peak (10:00-16:00),Northbound,15,45,14,2,16,2014-09-15 15:45:00
296,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,16:00:00,PM peak (16:00-19:00),Northbound,16,0,17,3,20,2014-09-15 16:00:00
297,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,16:15:00,PM peak (16:00-19:00),Northbound,16,15,21,6,27,2014-09-15 16:15:00
298,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,16:30:00,PM peak (16:00-19:00),Northbound,16,30,23,2,25,2014-09-15 16:30:00
299,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,16:45:00,PM peak (16:00-19:00),Northbound,16,45,16,4,20,2014-09-15 16:45:00
300,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,17:00:00,PM peak (16:00-19:00),Northbound,17,0,20,3,23,2014-09-15 17:00:00
301,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,17:15:00,PM peak (16:00-19:00),Northbound,17,15,19,2,21,2014-09-15 17:15:00
302,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,17:30:00,PM peak (16:00-19:00),Northbound,17,30,24,1,25,2014-09-15 17:30:00
303,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,17:45:00,PM peak (16:00-19:00),Northbound,17,45,27,2,29,2014-09-15 17:45:00
304,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,18:00:00,PM peak (16:00-19:00),Northbound,18,0,35,5,40,2014-09-15 18:00:00
305,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,18:15:00,PM peak (16:00-19:00),Northbound,18,15,42,3,45,2014-09-15 18:15:00
306,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,18:30:00,PM peak (16:00-19:00),Northbound,18,30,38,7,45,2014-09-15 18:30:00
307,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,18:45:00,PM peak (16:00-19:00),Northbound,18,45,23,4,27,2014-09-15 18:45:00
308,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,19:00:00,Evening (19:00-22:00),Northbound,19,0,25,9,34,2014-09-15 19:00:00
309,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,19:15:00,Evening (19:00-22:00),Northbound,19,15,20,2,22,2014-09-15 19:15:00
310,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,19:30:00,Evening (19:00-22:00),Northbound,19,30,24,5,29,2014-09-15 19:30:00
311,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,19:45:00,Evening (19:00-22:00),Northbound,19,45,18,3,21,2014-09-15 19:45:00
312,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,20:00:00,Evening (19:00-22:00),Northbound,20,0,23,2,25,2014-09-15 20:00:00
313,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,20:15:00,Evening (19:00-22:00),Northbound,20,15,21,4,25,2014-09-15 20:15:00
314,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,20:30:00,Evening (19:00-22:00),Northbound,20,30,14,4,18,2014-09-15 20:30:00
315,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,20:45:00,Evening (19:00-22:00),Northbound,20,45,8,2,10,2014-09-15 20:45:00
316,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,21:00:00,Evening (19:00-22:00),Northbound,21,0,10,1,11,2014-09-15 21:00:00
317,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,21:15:00,Evening (19:00-22:00),Northbound,21,15,6,6,12,2014-09-15 21:15:00
318,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,21:30:00,Evening (19:00-22:00),Northbound,21,30,7,1,8,2014-09-15 21:30:00
319,2014 Q3 (July-September),2014-15 Q2,CENCY001,Millbank (south of Thorney Street),2014-09-15,Dry,21:45:00,Evening (19:00-22:00),Northbound,21,45,5,0,5,2014-09-15 21:45:00
384,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,06:00:00,Early Morning (06:00-07:00),Northbound,6,0,7,0,7,2014-11-24 06:00:00
385,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,06:15:00,Early Morning (06:00-07:00),Northbound,6,15,21,0,21,2014-11-24 06:15:00
386,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,06:30:00,Early Morning (06:00-07:00),Northbound,6,30,32,0,32,2014-11-24 06:30:00
387,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,06:45:00,Early Morning (06:00-07:00),Northbound,6,45,48,1,49,2014-11-24 06:45:00
388,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,07:00:00,AM peak (07:00-10:00),Northbound,7,0,81,0,81,2014-11-24 07:00:00
389,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,07:15:00,AM peak (07:00-10:00),Northbound,7,15,109,4,113,2014-11-24 07:15:00
390,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,07:30:00,AM peak (07:00-10:00),Northbound,7,30,156,1,157,2014-11-24 07:30:00
391,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,07:45:00,AM peak (07:00-10:00),Northbound,7,45,201,3,204,2014-11-24 07:45:00
392,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,08:00:00,AM peak (07:00-10:00),Northbound,8,0,242,2,244,2014-11-24 08:00:00
393,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,08:15:00,AM peak (07:00-10:00),Northbound,8,15,274,6,280,2014-11-24 08:15:00
394,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,08:30:00,AM peak (07:00-10:00),Northbound,8,30,283,10,293,2014-11-24 08:30:00
395,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,08:45:00,AM peak (07:00-10:00),Northbound,8,45,232,5,237,2014-11-24 08:45:00
396,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,09:00:00,AM peak (07:00-10:00),Northbound,9,0,131,9,140,2014-11-24 09:00:00
397,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,09:15:00,AM peak (07:00-10:00),Northbound,9,15,110,6,116,2014-11-24 09:15:00
398,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,09:30:00,AM peak (07:00-10:00),Northbound,9,30,62,5,67,2014-11-24 09:30:00
399,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,09:45:00,AM peak (07:00-10:00),Northbound,9,45,53,7,60,2014-11-24 09:45:00
400,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Wet,10:00:00,Inter-peak (10:00-16:00),Northbound,10,0,48,5,53,2014-11-24 10:00:00
401,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Wet,10:15:00,Inter-peak (10:00-16:00),Northbound,10,15,25,2,27,2014-11-24 10:15:00
402,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Wet,10:30:00,Inter-peak (10:00-16:00),Northbound,10,30,18,1,19,2014-11-24 10:30:00
403,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Wet,10:45:00,Inter-peak (10:00-16:00),Northbound,10,45,15,4,19,2014-11-24 10:45:00
404,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Wet,11:00:00,Inter-peak (10:00-16:00),Northbound,11,0,19,1,20,2014-11-24 11:00:00
405,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Wet,11:15:00,Inter-peak (10:00-16:00),Northbound,11,15,14,2,16,2014-11-24 11:15:00
406,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Wet,11:30:00,Inter-peak (10:00-16:00),Northbound,11,30,10,1,11,2014-11-24 11:30:00
407,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Wet,11:45:00,Inter-peak (10:00-16:00),Northbound,11,45,8,1,9,2014-11-24 11:45:00
408,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,12:00:00,Inter-peak (10:00-16:00),Northbound,12,0,6,0,6,2014-11-24 12:00:00
409,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,12:15:00,Inter-peak (10:00-16:00),Northbound,12,15,10,1,11,2014-11-24 12:15:00
410,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,12:30:00,Inter-peak (10:00-16:00),Northbound,12,30,12,0,12,2014-11-24 12:30:00
411,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,12:45:00,Inter-peak (10:00-16:00),Northbound,12,45,9,1,10,2014-11-24 12:45:00
412,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,13:00:00,Inter-peak (10:00-16:00),Northbound,13,0,5,0,5,2014-11-24 13:00:00
413,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,13:15:00,Inter-peak (10:00-16:00),Northbound,13,15,7,2,9,2014-11-24 13:15:00
414,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,13:30:00,Inter-peak (10:00-16:00),Northbound,13,30,9,1,10,2014-11-24 13:30:00
415,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,13:45:00,Inter-peak (10:00-16:00),Northbound,13,45,12,1,13,2014-11-24 13:45:00
416,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,14:00:00,Inter-peak (10:00-16:00),Northbound,14,0,4,5,9,2014-11-24 14:00:00
417,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,14:15:00,Inter-peak (10:00-16:00),Northbound,14,15,3,1,4,2014-11-24 14:15:00
418,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,14:30:00,Inter-peak (10:00-16:00),Northbound,14,30,6,2,8,2014-11-24 14:30:00
419,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,14:45:00,Inter-peak (10:00-16:00),Northbound,14,45,5,1,6,2014-11-24 14:45:00
420,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,15:00:00,Inter-peak (10:00-16:00),Northbound,15,0,10,0,10,2014-11-24 15:00:00
421,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,15:15:00,Inter-peak (10:00-16:00),Northbound,15,15,4,3,7,2014-11-24 15:15:00
422,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,15:30:00,Inter-peak (10:00-16:00),Northbound,15,30,5,1,6,2014-11-24 15:30:00
423,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,15:45:00,Inter-peak (10:00-16:00),Northbound,15,45,7,2,9,2014-11-24 15:45:00
424,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,16:00:00,PM peak (16:00-19:00),Northbound,16,0,4,2,6,2014-11-24 16:00:00
425,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,16:15:00,PM peak (16:00-19:00),Northbound,16,15,11,1,12,2014-11-24 16:15:00
426,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,16:30:00,PM peak (16:00-19:00),Northbound,16,30,7,3,10,2014-11-24 16:30:00
427,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,16:45:00,PM peak (16:00-19:00),Northbound,16,45,9,0,9,2014-11-24 16:45:00
428,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,17:00:00,PM peak (16:00-19:00),Northbound,17,0,17,3,20,2014-11-24 17:00:00
429,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,17:15:00,PM peak (16:00-19:00),Northbound,17,15,19,1,20,2014-11-24 17:15:00
430,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,17:30:00,PM peak (16:00-19:00),Northbound,17,30,10,6,16,2014-11-24 17:30:00
431,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,17:45:00,PM peak (16:00-19:00),Northbound,17,45,18,2,20,2014-11-24 17:45:00
432,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,18:00:00,PM peak (16:00-19:00),Northbound,18,0,20,2,22,2014-11-24 18:00:00
433,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,18:15:00,PM peak (16:00-19:00),Northbound,18,15,34,1,35,2014-11-24 18:15:00
434,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,18:30:00,PM peak (16:00-19:00),Northbound,18,30,23,4,27,2014-11-24 18:30:00
435,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,18:45:00,PM peak (16:00-19:00),Northbound,18,45,18,3,21,2014-11-24 18:45:00
436,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,19:00:00,Evening (19:00-22:00),Northbound,19,0,14,4,18,2014-11-24 19:00:00
437,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,19:15:00,Evening (19:00-22:00),Northbound,19,15,12,3,15,2014-11-24 19:15:00
438,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,19:30:00,Evening (19:00-22:00),Northbound,19,30,7,1,8,2014-11-24 19:30:00
439,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,19:45:00,Evening (19:00-22:00),Northbound,19,45,11,0,11,2014-11-24 19:45:00
440,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,20:00:00,Evening (19:00-22:00),Northbound,20,0,2,1,3,2014-11-24 20:00:00
441,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,20:15:00,Evening (19:00-22:00),Northbound,20,15,8,0,8,2014-11-24 20:15:00
442,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Dry,20:30:00,Evening (19:00-22:00),Northbound,20,30,4,1,5,2014-11-24 20:30:00
443,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Wet,20:45:00,Evening (19:00-22:00),Northbound,20,45,3,1,4,2014-11-24 20:45:00
444,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Wet,21:00:00,Evening (19:00-22:00),Northbound,21,0,1,1,2,2014-11-24 21:00:00
445,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Wet,21:15:00,Evening (19:00-22:00),Northbound,21,15,0,1,1,2014-11-24 21:15:00
446,2014 Q4 (October-December),2014-15 Q3,CENCY001,Millbank (south of Thorney Street),2014-11-24,Wet,21:30:00,Evening (19:00-22:00),Northbound,21,30,2,0,2,2014-11-24 21:30:00
